experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,dataset.counts_selected.pos,dataset.counts_selected.neg,dataset.breakdown_selected.positive_quality.high,dataset.breakdown_selected.positive_quality.medium,dataset.breakdown_selected.positive_call_type.growl,dataset.breakdown_selected.positive_call_type.grunt,dataset.breakdown_selected.negative_total,metrics.iid.default_0.5.threshold,metrics.iid.default_0.5.precision,metrics.iid.default_0.5.recall,metrics.iid.default_0.5.f1,metrics.iid.default_0.5.accuracy,metrics.iid.default_0.5.tp,metrics.iid.default_0.5.fp,metrics.iid.default_0.5.fn,metrics.iid.default_0.5.tn,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.best_f1.tp,metrics.iid.best_f1.fp,metrics.iid.best_f1.fn,metrics.iid.best_f1.tn,metrics.iid.high_precision.threshold,metrics.iid.high_precision.precision,metrics.iid.high_precision.recall,metrics.iid.high_precision.f1,metrics.iid.high_precision.accuracy,metrics.iid.high_precision.tp,metrics.iid.high_precision.fp,metrics.iid.high_precision.fn,metrics.iid.high_precision.tn,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.default_0.5.threshold,metrics.ood.default_0.5.precision,metrics.ood.default_0.5.recall,metrics.ood.default_0.5.f1,metrics.ood.default_0.5.accuracy,metrics.ood.default_0.5.tp,metrics.ood.default_0.5.fp,metrics.ood.default_0.5.fn,metrics.ood.default_0.5.tn,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.best_f1.tp,metrics.ood.best_f1.fp,metrics.ood.best_f1.fn,metrics.ood.best_f1.tn,metrics.ood.high_precision.threshold,metrics.ood.high_precision.precision,metrics.ood.high_precision.recall,metrics.ood.high_precision.f1,metrics.ood.high_precision.accuracy,metrics.ood.high_precision.tp,metrics.ood.high_precision.fp,metrics.ood.high_precision.fn,metrics.ood.high_precision.tn,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,metadata.hostname,metadata.user,__exp_path,metrics.iid.high_precision,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,dataset.breakdown_selected.positive_quality.low,dataset.breakdown_selected.positive_call_type.both,metrics.ood.high_precision,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training.dropout,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio,training_args.batch_size,training_args.focal_loss,training_args.epochs
sweep_079,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.443,0.039,0.073,0.683,43,54,1046,2328,1.0,0.407,0.359,0.382,0.635,391,569,698,1813,,,,,,,,,,0.56,0.717,0.5,0.48,0.034,0.063,0.5,71,77,2028,2035,1.0,0.427,0.175,0.248,0.472,367,492,1732,1620,,,,,,,,,,0.471,0.486,2025-09-12T04:06:19.935123Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_079,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,1024.0,True,0.5,True,linear,0.5,,,
sweep_080,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.4,0.034,0.063,0.627,40,60,1126,1955,1.0,0.461,0.362,0.405,0.611,422,494,744,1521,,,,,,,,,,0.555,0.665,0.5,0.528,0.03,0.056,0.468,66,59,2157,1882,1.0,0.608,0.415,0.493,0.545,922,594,1301,1347,,,,,,,,,,0.551,0.5,2025-09-12T14:06:00.234009Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_080,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,1024.0,True,0.5,True,linear,0.5,,,
sweep_081,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.702,0.166,0.269,0.698,139,59,696,1604,1.0,0.668,0.975,0.793,0.829,814,405,21,1258,,,,,,,,,,0.885,0.944,0.5,0.797,0.203,0.324,0.635,185,47,725,1157,1.0,0.771,0.946,0.85,0.856,861,256,49,948,,,,,,,,,,0.879,0.906,2025-09-12T14:27:04.743849Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_081,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,2048.0,True,0.25,True,linear,0.25,,,
sweep_082,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.405,0.046,0.083,0.672,47,69,968,2081,1.0,0.426,0.504,0.462,0.623,512,690,503,1460,,,,,,,,,,0.602,0.735,0.5,0.492,0.016,0.031,0.487,30,31,1851,1758,1.0,0.505,0.233,0.319,0.49,438,430,1443,1359,,,,,,,,,,0.496,0.485,2025-09-12T21:11:39.669667Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_082,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,2048.0,True,0.25,True,linear,0.25,,,
sweep_083,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.048,0.002,0.004,0.686,2,40,986,2242,1.0,0.054,0.017,0.026,0.613,17,296,971,1986,,,,,,,,,,0.444,0.673,0.5,0.15,0.002,0.003,0.494,3,17,1906,1871,1.0,0.079,0.01,0.018,0.444,19,221,1890,1667,,,,,,,,,,0.446,0.47,2025-09-12T21:34:07.011011Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_083,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,2048.0,True,0.25,True,linear,0.5,,,
sweep_084,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.508,0.019,0.037,0.589,33,32,1698,2448,1.0,0.527,0.221,0.312,0.598,383,344,1348,2136,,,,,,,,,,0.542,0.611,0.5,0.745,0.026,0.049,0.445,76,26,2901,2269,1.0,0.681,0.226,0.34,0.503,674,316,2303,1979,,,,,,,,,,0.547,0.461,2025-09-12T21:56:39.990880Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_084,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,2048.0,True,0.25,True,linear,0.5,,,
sweep_085,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.664,0.117,0.199,0.692,79,40,595,1349,1.0,0.675,0.945,0.787,0.833,637,307,37,1082,,,,,,,,,,0.887,0.937,0.5,0.835,0.162,0.271,0.666,101,20,523,983,1.0,0.707,0.946,0.809,0.829,590,245,34,758,0.3,0.909,0.032,0.062,0.628,20.0,2.0,604.0,1001.0,0.887,0.921,2025-09-12T22:19:38.871670Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_085,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,2048.0,True,0.25,True,linear,0.25,,,
sweep_086,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.154,0.286,0.2,0.964,6,33,15,1262,0.75,0.225,0.762,0.348,0.954,16,55,5,1240,,,,,,,,,,0.933,0.998,0.5,0.625,0.349,0.448,0.963,15,9,28,954,0.85,0.519,0.651,0.577,0.959,28,26,15,937,,,,,,,,,,0.971,0.999,2025-09-12T22:42:07.131160Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_086,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,2048.0,True,0.25,True,linear,0.25,,,
sweep_087,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.638,0.212,0.318,0.656,323,183,1202,2318,0.95,0.59,0.776,0.67,0.711,1184,823,341,1678,,,,,,,,,,0.792,0.89,0.5,0.732,0.21,0.326,0.515,577,211,2176,1956,1.0,0.646,1.0,0.785,0.694,2753,1507,0,660,,,,,,,,,,0.701,0.737,2025-09-12T23:05:30.996181Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_087,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,2048.0,True,0.25,True,linear,0.5,,,
sweep_088,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.357,0.033,0.061,0.709,25,45,727,1855,1.0,0.401,0.335,0.365,0.67,252,376,500,1524,,,,,,,,,,0.566,0.748,0.5,0.414,0.014,0.026,0.486,24,34,1733,1648,1.0,0.545,0.216,0.309,0.507,379,316,1378,1366,,,,,,,,,,0.512,0.496,2025-09-12T23:29:08.779282Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_088,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,2048.0,True,0.25,True,linear,0.5,,,
sweep_089,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.185,0.005,0.01,0.635,5,22,949,1682,1.0,0.336,0.128,0.185,0.596,122,241,832,1463,,,,,,,,,,0.491,0.637,0.5,0.438,0.004,0.007,0.463,7,9,1859,1604,1.0,0.578,0.097,0.166,0.478,181,132,1685,1481,,,,,,,,,,0.507,0.467,2025-09-12T23:52:14.644016Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_089,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,2048.0,True,0.5,True,linear,0.25,,,
sweep_090,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.067,0.003,0.006,0.645,3,42,983,1862,1.0,0.332,0.194,0.245,0.592,191,385,795,1519,,,,,,,,,,0.489,0.655,0.5,0.095,0.001,0.002,0.466,2,19,1920,1692,1.0,0.194,0.025,0.044,0.429,48,199,1874,1512,,,,,,,,,,0.454,0.448,2025-09-13T00:15:38.462386Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_090,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,2048.0,True,0.5,True,linear,0.25,,,
sweep_091,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.542,0.03,0.057,0.658,39,33,1263,2454,1.0,0.533,0.283,0.369,0.669,368,322,934,2165,,,,,,,,,,0.577,0.696,0.5,0.664,0.035,0.067,0.482,89,45,2451,2237,1.0,0.69,0.267,0.385,0.551,679,305,1861,1977,,,,,,,,,,0.569,0.513,2025-09-13T00:40:04.741361Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_091,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,2048.0,True,0.5,True,linear,0.5,,,
sweep_092,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.333,0.008,0.016,0.58,15,30,1863,2601,1.0,0.469,0.15,0.228,0.575,282,319,1596,2312,,,,,,,,,,0.512,0.59,0.5,0.659,0.016,0.031,0.413,54,28,3371,2336,1.0,0.692,0.191,0.299,0.471,653,291,2772,2073,,,,,,,,,,0.533,0.426,2025-09-13T01:03:24.118747Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_092,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,2048.0,True,0.5,True,linear,0.5,,,
sweep_093,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.398,0.041,0.074,0.696,43,65,1016,2436,1.0,0.381,0.389,0.385,0.63,412,670,647,1831,,,,,,,,,,0.556,0.732,0.5,0.661,0.051,0.094,0.5,121,62,2269,2206,1.0,0.529,0.308,0.389,0.504,736,655,1654,1613,,,,,,,,,,0.521,0.496,2025-09-13T01:26:20.863945Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_093,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,2048.0,True,0.5,True,linear,0.25,,,
sweep_094,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.521,0.083,0.143,0.633,98,90,1081,1921,1.0,0.524,0.744,0.615,0.655,877,797,302,1214,,,,,,,,,,0.664,0.754,0.5,0.583,0.043,0.08,0.469,91,65,2015,1743,1.0,0.606,0.49,0.542,0.554,1031,669,1075,1139,,,,,,,,,,0.554,0.5,2025-09-13T01:47:52.290167Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_094,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,2048.0,True,0.5,True,linear,0.25,,,
sweep_095,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.573,0.235,0.334,0.681,266,198,864,1996,0.95,0.519,0.737,0.609,0.678,833,773,297,1421,,,,,,,,,,0.767,0.89,0.5,0.368,0.044,0.078,0.467,84,144,1845,1659,1.0,0.572,0.998,0.727,0.613,1926,1442,3,361,,,,,,,,,,0.576,0.679,2025-09-13T02:09:48.419673Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_095,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,2048.0,True,0.5,True,linear,0.5,,,
sweep_096,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.406,0.079,0.132,0.687,71,104,827,1968,1.0,0.47,0.862,0.608,0.664,774,874,124,1198,,,,,,,,,,0.703,0.845,0.5,0.388,0.028,0.052,0.447,52,82,1821,1488,1.0,0.691,0.842,0.759,0.709,1577,706,296,864,,,,,,,,,,0.64,0.633,2025-09-13T02:32:32.612640Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_096,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,2048.0,True,0.5,True,linear,0.5,,,
stage1_sweep_001,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.669,0,0,977,1972,1.0,0.224,0.046,0.076,0.631,45,156,932,1816,,,,,,,,,,0.483,0.661,0.5,0.0,0.0,0.0,0.469,0,0,1913,1687,1.0,0.326,0.033,0.06,0.45,63,130,1850,1557,,,,,,,,,,0.478,0.457,2025-09-16T18:59:26.344487Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_001,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,0.0,False,0.0,False,repeat,0.0,,,
stage1_sweep_002,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.684,0,0,979,2122,1.0,0.007,0.001,0.002,0.639,1,141,978,1981,,,,,,,,,,0.467,0.67,0.5,0.0,0.0,0.0,0.493,0,0,1894,1844,1.0,0.007,0.001,0.001,0.455,1,143,1893,1701,,,,,,,,,,0.461,0.474,2025-09-16T19:19:00.192028Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_002,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,0.0,False,0.0,False,repeat,0.0,,,
stage1_sweep_003,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.669,0,0,963,1943,1.0,0.53,0.539,0.535,0.689,519,460,444,1483,,,,,,,,,,0.645,0.754,0.5,0.0,0.0,0.0,0.472,0,0,1881,1682,1.0,0.607,0.263,0.367,0.521,495,321,1386,1361,,,,,,,,,,0.542,0.495,2025-09-16T19:39:07.360575Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_003,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,0.0,False,0.0,False,repeat,0.0,,,
stage1_sweep_004,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.66,0,0,977,1897,1.0,0.436,0.972,0.602,0.563,950,1228,27,669,,,,,,,,,,0.679,0.826,0.5,0.0,0.0,0.0,0.47,0,0,1855,1647,1.0,0.551,0.858,0.671,0.554,1592,1299,263,348,,,,,,,,,,0.478,0.478,2025-09-16T19:59:15.495329Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_004,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,0.0,False,0.0,False,repeat,0.0,,,
stage1_sweep_005,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.666,0,0,946,1885,1.0,0.474,0.542,0.506,0.646,513,570,433,1315,,,,,,,,,,0.618,0.736,0.5,0.0,0.0,0.0,0.469,0,0,1856,1639,1.0,0.563,0.254,0.35,0.499,471,366,1385,1273,,,,,,,,,,0.51,0.476,2025-09-16T20:17:59.287760Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_005,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,0.0,False,0.0,False,repeat,0.0,,,
stage1_sweep_006,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.671,0,0,970,1978,1.0,0.342,0.988,0.508,0.372,958,1840,12,138,,,,,,,,,,0.675,0.798,0.5,0.0,0.0,0.0,0.473,0,0,1893,1697,1.0,0.52,0.948,0.672,0.512,1794,1653,99,44,,,,,,,,,,0.447,0.428,2025-09-16T20:37:58.352991Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_006,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,0.0,False,0.0,False,repeat,0.0,,,
stage1_sweep_007,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.666,0,0,980,1957,1.0,0.087,0.009,0.017,0.637,9,95,971,1862,,,,,,,,,,0.48,0.657,0.5,0.0,0.0,0.0,0.468,0,0,1894,1666,1.0,0.011,0.001,0.001,0.443,1,91,1893,1575,,,,,,,,,,0.473,0.455,2025-09-16T20:58:52.858683Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_007,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,0.0,False,0.25,False,repeat,0.0,,,
stage1_sweep_008,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.663,0,0,977,1918,1.0,0.277,0.203,0.234,0.552,198,517,779,1401,,,,,,,,,,0.461,0.644,0.5,0.0,0.0,0.0,0.45,0,0,1883,1540,1.0,0.285,0.105,0.153,0.363,197,495,1686,1045,,,,,,,,,,0.388,0.394,2025-09-16T21:21:27.875870Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_008,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,0.0,False,0.25,False,repeat,0.0,,,
stage1_sweep_009,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.681,0,0,1113,2372,1.0,0.295,0.203,0.241,0.591,226,540,887,1832,,,,,,,,,,0.488,0.675,0.5,0.0,0.0,0.0,0.492,0,0,2001,1938,1.0,0.313,0.088,0.138,0.438,177,388,1824,1550,,,,,,,,,,0.444,0.463,2025-09-16T21:44:37.528138Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_009,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,0.0,False,0.25,False,repeat,0.0,,,
stage1_sweep_010,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.666,0,0,979,1948,1.0,0.352,0.58,0.438,0.503,568,1045,411,903,,,,,,,,,,0.487,0.671,0.5,0.0,0.0,0.0,0.454,0,0,1894,1572,1.0,0.387,0.278,0.324,0.365,527,834,1367,738,,,,,,,,,,0.35,0.377,2025-09-16T22:07:50.349576Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_010,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,0.0,False,0.25,False,repeat,0.0,,,
stage1_sweep_011,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.665,0,0,986,1958,1.0,0.544,0.55,0.547,0.695,542,455,444,1503,,,,,,,,,,0.651,0.755,0.5,0.0,0.0,0.0,0.474,0,0,1852,1670,1.0,0.639,0.205,0.311,0.521,380,215,1472,1455,,,,,,,,,,0.54,0.496,2025-09-16T22:31:15.149032Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_011,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,0.0,False,0.25,False,repeat,0.0,,,
stage1_sweep_012,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.666,0,0,980,1953,1.0,0.354,1.0,0.523,0.391,980,1786,0,167,,,,,,,,,,0.67,0.825,0.5,0.0,0.0,0.0,0.473,0,0,1880,1684,1.0,0.53,0.977,0.687,0.53,1837,1632,43,52,,,,,,,,,,0.411,0.42,2025-09-16T22:55:06.174371Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_012,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,0.0,False,0.25,False,repeat,0.0,,,
stage1_sweep_013,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.669,0,0,1007,2036,1.0,0.443,0.134,0.206,0.658,135,170,872,1866,,,,,,,,,,0.525,0.681,0.5,0.0,0.0,0.0,0.475,0,0,1884,1705,1.0,0.538,0.049,0.09,0.479,92,79,1792,1626,,,,,,,,,,0.501,0.476,2025-09-16T23:24:57.822007Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_013,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,0.0,False,0.5,False,repeat,0.0,,,
